source_id,target_id,target_title,resolution,relationship
Methods/Feature Extraction/Feature extraction,Methods/Feature Extraction/Global Context Upsampling,Global Context Upsampling,resolved,wikilink
Methods/Feature Extraction/Feature extraction,Methods/Feature Extraction/NCA-ReliefF Matched Index feature selection,NCA-ReliefF Matched Index feature selection,resolved,wikilink
Methods/Feature Extraction/Feature extraction,Papers/Dataset/2013 - A Noise Robust Method Based on Completed Local Binary Patterns for Hot-Rolled Steel Strip Surface Defects,2013 - A Noise Robust Method Based on Completed Local Binary Patterns for Hot-Rolled Steel Strip Surface Defects,resolved,wikilink
Methods/Feature Extraction/Feature extraction,Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,resolved,wikilink
Methods/Feature Extraction/Feature extraction,Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,resolved,wikilink
Methods/Feature Extraction/Feature extraction,Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,resolved,wikilink
Methods/Feature Extraction/Feature extraction,Papers/Research/2023 - Automated Steel Surface Defect Detection and Classification Using a New Deep Learning-Based Approach,2023 - Automated Steel Surface Defect Detection and Classification Using a New Deep Learning-Based Approach,resolved,wikilink
Methods/Feature Extraction/Global Context Upsampling,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Methods/Feature Extraction/Global Context Upsampling,Methods/Emerging Methods/Multi-scale feature fusion,Multi-scale feature fusion,resolved,wikilink
Methods/Feature Extraction/Global Context Upsampling,Methods/Models/Segmentation Models/FDSNet,FDSNet,resolved,wikilink
Methods/Feature Extraction/Global Context Upsampling,Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,resolved,wikilink
Methods/Feature Extraction/Global Context Upsampling,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Methods/Feature Extraction/Group pyramid pooling,Datasets/Public/DeepPCB,DeepPCB,resolved,wikilink
Methods/Feature Extraction/Group pyramid pooling,Metrics/Detection/mAP,mAP,resolved,wikilink
Methods/Feature Extraction/Group pyramid pooling,Papers/Dataset/2019 - Online PCB Defect Detector on a New PCB Defect Dataset,2019 - Online PCB Defect Detector on a New PCB Defect Dataset,resolved,wikilink
Methods/Feature Extraction/Group pyramid pooling,Tasks/PCB defect detection,PCB defect detection,resolved,wikilink
Methods/Feature Extraction/Hard negative mining,Methods/Models/Computer Vision Models/EDDN,EDDN,resolved,wikilink
Methods/Feature Extraction/Hard negative mining,Papers/Dataset/2020 - Deep Metallic Surface Defect Detection The New Benchmark and Detection Network,2020 - Deep Metallic Surface Defect Detection The New Benchmark and Detection Network,resolved,wikilink
Methods/Feature Extraction/Hard negative mining,Tasks/Metallic surface defect detection,Metallic surface defect detection,resolved,wikilink
Methods/Feature Extraction/Multilevel feature fusion network,Datasets/Public/NEU-DET,NEU-DET,resolved,wikilink
Methods/Feature Extraction/Multilevel feature fusion network,Methods/Models/Computer Vision Models/Defect Detection Network,Defect Detection Network,resolved,wikilink
Methods/Feature Extraction/Multilevel feature fusion network,Methods/Models/Computer Vision Models/Faster R-CNN,Faster R-CNN,resolved,wikilink
Methods/Feature Extraction/Multilevel feature fusion network,Methods/Models/Computer Vision Models/ResNet50,ResNet50,resolved,wikilink
Methods/Feature Extraction/Multilevel feature fusion network,Papers/Dataset/2020 - An End-to-End Steel Surface Defect Detection Approach via Fusing Multiple Hierarchical Features,2020 - An End-to-End Steel Surface Defect Detection Approach via Fusing Multiple Hierarchical Features,resolved,wikilink
Methods/Feature Extraction/Multilevel feature fusion network,Tasks/Metallic surface defect detection,Metallic surface defect detection,resolved,wikilink
Methods/Feature Extraction/Multilevel feature fusion network,Tasks/Object detection,Object detection,resolved,wikilink
Methods/Feature Extraction/NCA-ReliefF Matched Index feature selection,Methods/Feature Extraction/Feature extraction,Feature extraction,resolved,wikilink
Methods/Feature Extraction/NCA-ReliefF Matched Index feature selection,Methods/Models/Classical ML/Support vector machine,Support vector machine,resolved,wikilink
Methods/Feature Extraction/NCA-ReliefF Matched Index feature selection,Methods/Models/Computer Vision Models/Parallel attention-residual CNN,Parallel attention-residual CNN,resolved,wikilink
Methods/Feature Extraction/NCA-ReliefF Matched Index feature selection,Papers/Research/2023 - Automated Steel Surface Defect Detection and Classification Using a New Deep Learning-Based Approach,2023 - Automated Steel Surface Defect Detection and Classification Using a New Deep Learning-Based Approach,resolved,wikilink
Methods/Feature Extraction/NCA-ReliefF Matched Index feature selection,Tasks/Defect classification,Defect classification,resolved,wikilink
Methods/Feature Extraction/Phase-Invariant Feature Module,Datasets/Public/MSDD,MSDD,resolved,wikilink
Methods/Feature Extraction/Phase-Invariant Feature Module,Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Stroboscopic Illuminant Image Acquisition,resolved,wikilink
Methods/Feature Extraction/Phase-Invariant Feature Module,Methods/Feature Extraction/Taylor Series Channel Mixer,Taylor Series Channel Mixer,resolved,wikilink
Methods/Feature Extraction/Phase-Invariant Feature Module,Metrics/Detection/mAP@0.50,mAP@0.50,resolved,wikilink
Methods/Feature Extraction/Phase-Invariant Feature Module,Papers/Dataset/2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,resolved,wikilink
Methods/Feature Extraction/Phase-Invariant Feature Module,Tasks/Object detection,Object detection,resolved,wikilink
Methods/Feature Extraction/Photometric stereo,Concepts/Industrial visual inspection,Industrial visual inspection,resolved,wikilink
Methods/Feature Extraction/Photometric stereo,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Methods/Feature Extraction/Photometric stereo,Datasets/Public/MSDD,MSDD,resolved,wikilink
Methods/Feature Extraction/Photometric stereo,Domains/Metals/Metal inspection,Metal inspection,resolved,wikilink
Methods/Feature Extraction/Photometric stereo,Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Stroboscopic Illuminant Image Acquisition,resolved,wikilink
Methods/Feature Extraction/Photometric stereo,Methods/Feature Extraction/Taylor Series Channel Mixer,Taylor Series Channel Mixer,resolved,wikilink
Methods/Feature Extraction/Photometric stereo,Papers/Dataset/2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,resolved,wikilink
Methods/Feature Extraction/Photometric stereo,Papers/Dataset/2025 - Real-IAD D3 A Real-World 2D Pseudo-3D 3D Dataset for Industrial Anomaly Detection,2025 - Real-IAD D3 A Real-World 2D Pseudo-3D 3D Dataset for Industrial Anomaly Detection,resolved,wikilink
Methods/Feature Extraction/Reference-based PCB inspection,Datasets/Public/HRIPCB,HRIPCB,resolved,wikilink
Methods/Feature Extraction/Reference-based PCB inspection,Papers/Dataset/2020 - HRIPCB a Challenging Dataset for PCB Defects Detection and Classification,2020 - HRIPCB a Challenging Dataset for PCB Defects Detection and Classification,resolved,wikilink
Methods/Feature Extraction/Reference-based PCB inspection,Tasks/PCB defect classification,PCB defect classification,resolved,wikilink
Methods/Feature Extraction/Reference-based PCB inspection,Tasks/PCB defect detection,PCB defect detection,resolved,wikilink
Methods/Feature Extraction/Rotation and scale invariant wafer map features,Datasets/Public/WM-811K,WM-811K,resolved,wikilink
Methods/Feature Extraction/Rotation and scale invariant wafer map features,Papers/Dataset/2015 - Wafer Map Failure Pattern Recognition and Similarity Ranking for Large-Scale Data Sets,2015 - Wafer Map Failure Pattern Recognition and Similarity Ranking for Large-Scale Data Sets,resolved,wikilink
Methods/Feature Extraction/Rotation and scale invariant wafer map features,Tasks/Wafer map defect classification,Wafer map defect classification,resolved,wikilink
Methods/Feature Extraction/Rotation and scale invariant wafer map features,Tasks/Wafer map similarity ranking,Wafer map similarity ranking,resolved,wikilink
Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Datasets/Public/MSDD,MSDD,resolved,wikilink
Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Methods/Feature Extraction/Phase-Invariant Feature Module,Phase-Invariant Feature Module,resolved,wikilink
Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Methods/Feature Extraction/Photometric stereo,Photometric stereo,resolved,wikilink
Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Methods/Feature Extraction/Taylor Series Channel Mixer,Taylor Series Channel Mixer,resolved,wikilink
Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Papers/Dataset/2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,resolved,wikilink
Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Tasks/Casting surface defect detection,Casting surface defect detection,resolved,wikilink
Methods/Feature Extraction/Taylor Series Channel Mixer,Datasets/Public/MSDD,MSDD,resolved,wikilink
Methods/Feature Extraction/Taylor Series Channel Mixer,Methods/Feature Extraction/Phase-Invariant Feature Module,Phase-Invariant Feature Module,resolved,wikilink
Methods/Feature Extraction/Taylor Series Channel Mixer,Methods/Feature Extraction/Photometric stereo,Photometric stereo,resolved,wikilink
Methods/Feature Extraction/Taylor Series Channel Mixer,Methods/Feature Extraction/Stroboscopic Illuminant Image Acquisition,Stroboscopic Illuminant Image Acquisition,resolved,wikilink
Methods/Feature Extraction/Taylor Series Channel Mixer,Metrics/Generative Quality/SSIM,SSIM,resolved,wikilink
Methods/Feature Extraction/Taylor Series Channel Mixer,Papers/Dataset/2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,2025 - A Dataset for Surface Defect Detection on Complex Structured Parts Based on Photometric Stereo,resolved,wikilink
Methods/Models/Anomaly Detection Models/3DSR,Datasets/Public/MVTec3D,MVTec3D,resolved,wikilink
Methods/Models/Anomaly Detection Models/3DSR,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Depth simulation,Depth simulation,resolved,wikilink
Methods/Models/Anomaly Detection Models/3DSR,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Simulation-based data augmentation,Simulation-based data augmentation,resolved,wikilink
Methods/Models/Anomaly Detection Models/3DSR,Metrics/Anomaly Detection/AU-PRO,AU-PRO,resolved,wikilink
Methods/Models/Anomaly Detection Models/3DSR,Metrics/Efficiency/FPS,FPS,resolved,wikilink
Methods/Models/Anomaly Detection Models/3DSR,Papers/Research/2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation,2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Datasets/Public/Lusitano,Lusitano,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Datasets/Public/MVTec3D,MVTec3D,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Learning Paradigms/Unsupervised Learning/Unsupervised learning,Unsupervised learning,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Methods/Models/Anomaly Detection Models/CDO,CDO,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Methods/Models/Anomaly Detection Models/DBFAD,DBFAD,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Methods/Models/Anomaly Detection Models/FMR-Net,FMR-Net,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Methods/Models/Anomaly Detection Models/RD4AD,RD4AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Methods/Models/Anomaly Detection Models/STDAN,STDAN,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Unsupervised anomaly localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Papers/Dataset/2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Papers/Research/2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Papers/Research/2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Datasets/Availability Unspecified/Automotive plastic parts dataset,Automotive plastic parts dataset,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Datasets/Public/MVTec3D,MVTec3D,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Anomaly Detection Models,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Unsupervised anomaly localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Methods/Synthetic Data Generation/Defect synthesis,Defect synthesis,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Metrics/Anomaly Detection/AU-PRO,AU-PRO,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Papers/Research/2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,2023 - Collaborative Discrepancy Optimization for Reliable Image Anomaly Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Methods/Models/Anomaly Detection Models/CDO,Tasks/Industrial anomaly detection,Industrial anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/DBFAD,Benchmarks/Lusitano benchmark,Lusitano benchmark,resolved,wikilink
Methods/Models/Anomaly Detection Models/DBFAD,Datasets/Public/Lusitano,Lusitano,resolved,wikilink
Methods/Models/Anomaly Detection Models/DBFAD,Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Anomaly Detection Models,resolved,wikilink
Methods/Models/Anomaly Detection Models/DBFAD,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/DBFAD,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Methods/Models/Anomaly Detection Models/DBFAD,Metrics/Detection/mAP,mAP,resolved,wikilink
Methods/Models/Anomaly Detection Models/DBFAD,Papers/Dataset/2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/DBFAD,Tasks/Textile defect detection,Textile defect detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/DiAD,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/DiAD,Datasets/Public/VisA,VisA,resolved,wikilink
Methods/Models/Anomaly Detection Models/DiAD,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/DiAD,Methods/Models/Computer Vision Models/ResNet50,ResNet50,resolved,wikilink
Methods/Models/Anomaly Detection Models/DiAD,Methods/Models/Generative Models/Diffusion models,Diffusion models,resolved,wikilink
Methods/Models/Anomaly Detection Models/DiAD,Papers/Research/2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/FastFlow,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/FastFlow,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/FastFlow,Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Unsupervised anomaly localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/FastFlow,Papers/Research/2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,2021 - FastFlow Unsupervised Anomaly Detection and Localization via 2D Normalizing Flows,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Datasets/Availability Unspecified/DAGM,DAGM,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Datasets/Availability Unspecified/Printed product surface dataset,Printed product surface dataset,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Datasets/Availability Unspecified/RSDDs,RSDDs,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Methods/Deployment/Edge intelligence,Edge intelligence,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Anomaly Detection Models,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Unsupervised anomaly localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Methods/Synthetic Data Generation/Synthetic data generation,Synthetic data generation,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Papers/Research/2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,2023 - A Feature Memory Rearrangement Network for Visual Inspection of Textured Surface Defects,resolved,wikilink
Methods/Models/Anomaly Detection Models/FMR-Net,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Methods/Models/Anomaly Detection Models/MSFlow,Datasets/Public/Magnetic Tile Defects,Magnetic Tile Defects,resolved,wikilink
Methods/Models/Anomaly Detection Models/MSFlow,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/MSFlow,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/MSFlow,Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Unsupervised anomaly localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/MSFlow,Metrics/Anomaly Detection/AU-PRO,AU-PRO,resolved,wikilink
Methods/Models/Anomaly Detection Models/MSFlow,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Methods/Models/Anomaly Detection Models/MSFlow,Papers/Research/2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Multi-3D-Memory,Datasets/Public/MVTec3D,MVTec3D,resolved,wikilink
Methods/Models/Anomaly Detection Models/Multi-3D-Memory,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Multi-3D-Memory,Methods/Models/Transformers/Vision Transformer,Vision Transformer,resolved,wikilink
Methods/Models/Anomaly Detection Models/Multi-3D-Memory,Metrics/Anomaly Detection/AU-PRO,AU-PRO,resolved,wikilink
Methods/Models/Anomaly Detection Models/Multi-3D-Memory,Papers/Research/2023 - Multimodal Industrial Anomaly Detection via Hybrid Fusion,2023 - Multimodal Industrial Anomaly Detection via Hybrid Fusion,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Datasets/Public/VisA,VisA,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Unsupervised anomaly localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Methods/Optimizers/Adam,Adam,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Methods/Synthetic Data Generation/Defect synthesis,Defect synthesis,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Metrics/Detection/Average precision,Average precision,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Metrics/Generative Quality/SSIM,SSIM,resolved,wikilink
Methods/Models/Anomaly Detection Models/OmniAL,Papers/Research/2023 - OmniAL A Unified CNN Framework for Unsupervised Anomaly Localization,2023 - OmniAL A Unified CNN Framework for Unsupervised Anomaly Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Benchmarks/Lusitano benchmark,Lusitano benchmark,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Datasets/Public/Lusitano,Lusitano,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Anomaly Detection Models,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Methods/Models/Anomaly Detection Models/DBFAD,DBFAD,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Metrics/Detection/mAP,mAP,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Papers/Dataset/2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Papers/Research/2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,resolved,wikilink
Methods/Models/Anomaly Detection Models/RD4AD,Tasks/Industrial anomaly detection,Industrial anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Datasets/Public/FabricSpotDefect,FabricSpotDefect,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Datasets/Public/FD_Dataset,FD_Dataset,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Datasets/Public/Lusitano,Lusitano,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Learning Paradigms/Self-Supervised Learning/Self-supervised learning,Self-supervised learning,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Anomaly Detection Models,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Unsupervised anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Methods/Models/Generative Models/GAN,GAN,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Methods/Models/Anomaly Detection Models/STDAN,Tasks/Textile defect detection,Textile defect detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Benchmarks/Lusitano benchmark,Lusitano benchmark,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Datasets/Public/AutoVI,AutoVI,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Datasets/Public/Lusitano,Lusitano,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Learning Paradigms/Unsupervised Learning/Unsupervised learning,Unsupervised learning,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Methods/Emerging Methods/Patch-based anomaly detection,Patch-based anomaly detection,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Methods/Models/Anomaly Detection Models/Anomaly Detection Models,Anomaly Detection Models,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Methods/Models/Anomaly Detection Models/STDAN,STDAN,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Methods/Models/Anomaly Detection Models/Unsupervised anomaly localization,Unsupervised anomaly localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Methods/Synthetic Data Generation/Synthetic data generation,Synthetic data generation,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Benchmark/2021 - Deep Learning-Based Defect Detection of Metal Parts Evaluating Current Methods in Complex Conditions,2021 - Deep Learning-Based Defect Detection of Metal Parts Evaluating Current Methods in Complex Conditions,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Benchmark/2022 - Anomaly Detection for Real-World Industrial Applications Benchmarking Recent Self-Supervised and Pretrained Methods,2022 - Anomaly Detection for Real-World Industrial Applications Benchmarking Recent Self-Supervised and Pretrained Methods,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Benchmark/2024 - Detecting Visual Anomalies in an Industrial Environment Unsupervised Methods Put to the Test on the AutoVI Dataset,2024 - Detecting Visual Anomalies in an Industrial Environment Unsupervised Methods Put to the Test on the AutoVI Dataset,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Dataset/2021 - The MVTec 3D-AD Dataset for Unsupervised 3D Anomaly Detection and Localization,2021 - The MVTec 3D-AD Dataset for Unsupervised 3D Anomaly Detection and Localization,resolved,wikilink
Methods/Models/Anomaly Detection Models/Unsupervised anomaly detection,Papers/Dataset/2022 - Beyond Dents and Scratches Logical Constraints in Unsupervised Anomaly Detection and Localization,2022 - Beyond Dents and Scratches Logical Constraints in Unsupervised Anomaly Detection and Localization,resolved,wikilink
