source_id,target_id,target_title,resolution,relationship
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Concepts/Industrial visual inspection,Industrial visual inspection,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Datasets/Public/Bosch Surface Defect Inspection Dataset,Bosch Surface Defect Inspection Dataset,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Datasets/Public/Magnetic Tile Defects,Magnetic Tile Defects,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Domains/Multi-Industry Anomaly Detection/Multi-industry anomaly detection,Multi-industry anomaly detection,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Methods/Data Augmentation/Data augmentation,Data augmentation,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Methods/Emerging Methods/Defect Transfer GAN,Defect Transfer GAN,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Methods/Models/Generative Models/GAN,GAN,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Methods/Models/Generative Models/Generative Models,Generative Models,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Methods/Synthetic Data Generation/Synthetic data generation,Synthetic data generation,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Metrics/Generative Quality/FID,FID,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Metrics/Generative Quality/LPIPS,LPIPS,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Papers/Research/2021 - Defect-GAN High-Fidelity Defect Synthesis for Automated Defect Inspection,2021 - Defect-GAN High-Fidelity Defect Synthesis for Automated Defect Inspection,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Papers/Research/2022 - A New Cycle-Consistent Adversarial Networks With Attention Mechanism for Surface Defect Classification With Small Samples,2022 - A New Cycle-Consistent Adversarial Networks With Attention Mechanism for Surface Defect Classification With Small Samples,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Papers/Research/2023 - A New Contrastive GAN With Data Augmentation for Surface Defect Recognition Under Limited Data,2023 - A New Contrastive GAN With Data Augmentation for Surface Defect Recognition Under Limited Data,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Tasks/Defect classification,Defect classification,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Tasks/Industrial anomaly detection,Industrial anomaly detection,resolved,wikilink
Papers/Research/2022 - Defect Transfer GAN Diverse Defect Synthesis for Data Augmentation,Tasks/Small-sample defect classification,Small-sample defect classification,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Datasets/Public/AITEX,AITEX,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Domains/Textiles/Textile and fiber inspection,Textile and fiber inspection,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Methods/Data Augmentation/Data augmentation,Data augmentation,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Methods/Models/Generative Models/GAN,GAN,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Methods/Synthetic Data Generation/Defect synthesis,Defect synthesis,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Metrics/Generative Quality/SSIM,SSIM,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Metrics/Segmentation/IoU,IoU,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Papers/Research/2024 - Conditional image-to-image translation generative adversarial network cGAN for fabric defect data augmentation,2024 - Conditional image-to-image translation generative adversarial network cGAN for fabric defect data augmentation,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Papers/Research/2022 - Fabric Defect Segmentation System Based on a Lightweight GAN for Industrial Internet of Things,Tasks/Textile defect detection,Textile defect detection,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Datasets/Public/Magnetic Tile Defects,Magnetic Tile Defects,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Datasets/Public/MSD,MSD,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Datasets/Public/NEU-SEG,NEU-SEG,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Datasets/Public/SSGD,SSGD,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Domains/Glass/Glass inspection,Glass inspection,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Domains/Metals/Metal inspection,Metal inspection,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Methods/Feature Extraction/Global Context Upsampling,Global Context Upsampling,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Methods/Models/Computer Vision Models/MobileNet,MobileNet,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Methods/Models/Segmentation Models/FDSNet,FDSNet,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Methods/Models/Segmentation Models/Segmentation Models,Segmentation Models,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Metrics/Efficiency/FPS,FPS,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Metrics/Segmentation/mIoU,mIoU,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Papers/Research/2020 - PGA-Net Pyramid Feature Fusion and Global Context Attention Network for Automated Surface Defect Detection,2020 - PGA-Net Pyramid Feature Fusion and Global Context Attention Network for Automated Surface Defect Detection,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Papers/Research/2025 - Smartphone Screen Surface Defect Detection Using Dynamic Large Separable Kernel Attention,2025 - Smartphone Screen Surface Defect Detection Using Dynamic Large Separable Kernel Attention,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Papers/Research/2022 - FDSNet An Accurate Real-Time Surface Defect Segmentation Network,Tasks/Smartphone screen glass defect detection,Smartphone screen glass defect detection,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Concepts/Industrial visual inspection,Industrial visual inspection,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Datasets/Public/Dataset of Solar Cells Defect Segmentation,Dataset of Solar Cells Defect Segmentation,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Datasets/Public/ELPV Dataset,ELPV Dataset,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Domains/Solar Cells and Photovoltaic/Solar cells and photovoltaic,Solar cells and photovoltaic,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Methods/Data Augmentation/Data augmentation,Data augmentation,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Methods/Feature Extraction/Feature extraction,Feature extraction,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Methods/Models/Computer Vision Models/Deep convolutional neural network,Deep convolutional neural network,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Metrics/Classification/Precision,Precision,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Metrics/Classification/Recall,Recall,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Papers/Research/2021 - SIGAN A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,2021 - SIGAN A Novel Image Generation Method for Solar Cell Defect Segmentation and Augmentation,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Tasks/Defect classification,Defect classification,resolved,wikilink
Papers/Research/2022 - Identifying Defective Solar Cells in Electroluminescence Images Using Deep Feature Representations,Tasks/Solar cell defect detection,Solar cell defect detection,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Datasets/Availability Unspecified/Semiconductor visual inspection dataset,Semiconductor visual inspection dataset,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Domains/Semiconductor and Electronics/Semiconductor and electronics,Semiconductor and electronics,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Methods/Data Augmentation/Autoencoder-decoder data augmentation,Autoencoder-decoder data augmentation,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Methods/Feature Extraction/Feature extraction,Feature extraction,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Methods/Models/Computer Vision Models/Deep convolutional neural network,Deep convolutional neural network,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Tasks/Defect classification,Defect classification,resolved,wikilink
Papers/Research/2022 - Improving Automated Visual Fault Inspection for Semiconductor Manufacturing Using a Hybrid Multistage System of Deep Neural Networks,Tasks/Wafer map defect classification,Wafer map defect classification,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Datasets/Availability Unspecified/Metal Phone Band Dataset,Metal Phone Band Dataset,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Domains/Multi-Industry Anomaly Detection/Multi-industry anomaly detection,Multi-industry anomaly detection,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Methods/Emerging Methods/MDGAN,MDGAN,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Methods/Models/Generative Models/GAN,GAN,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Methods/Models/Generative Models/Generative Models,Generative Models,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Methods/Models/Segmentation Models/U-Net,U-Net,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Methods/Synthetic Data Generation/Learned Generative Synthesis/CycleGAN,CycleGAN,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Methods/Synthetic Data Generation/Synthetic data generation,Synthetic data generation,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Metrics/Classification/F1-score,F1-score,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Metrics/Generative Quality/FID,FID,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Metrics/Generative Quality/SSIM,SSIM,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Metrics/Segmentation/mIoU,mIoU,resolved,wikilink
Papers/Research/2022 - Mask-Guided Generation Method for Industrial Defect Images with Non-Uniform Structures,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Datasets/Public/NEU-DET,NEU-DET,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Domains/Metals/Metal inspection,Metal inspection,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Methods/Emerging Methods/Multi-scale feature fusion,Multi-scale feature fusion,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Methods/Models/Computer Vision Models/Faster R-CNN,Faster R-CNN,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Methods/Models/Computer Vision Models/MSFT-YOLO,MSFT-YOLO,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Methods/Models/Computer Vision Models/YOLOv5,YOLOv5,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Methods/Models/Transformers/Transformers,Transformers,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Metrics/Detection/mAP,mAP,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Metrics/Efficiency/FPS,FPS,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Papers/Dataset/2020 - Deep Metallic Surface Defect Detection The New Benchmark and Detection Network,2020 - Deep Metallic Surface Defect Detection The New Benchmark and Detection Network,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Tasks/Metallic surface defect detection,Metallic surface defect detection,resolved,wikilink
Papers/Research/2022 - MSFT-YOLO Improved YOLOv5 Based on Transformer for Detecting Defects of Steel Surface,Tasks/Object detection,Object detection,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Datasets/Public/rCXR,rCXR,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Domains/Emerging Domains/Medical imaging,Medical imaging,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Domains/Multi-Industry Anomaly Detection/Multi-industry anomaly detection,Multi-industry anomaly detection,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Learning Paradigms/Self-Supervised Learning/Self-supervised learning,Self-supervised learning,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Methods/Data Augmentation/Data augmentation,Data augmentation,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Methods/Emerging Methods/Natural Synthetic Anomalies,Natural Synthetic Anomalies,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Papers/Research/2021 - Self-Supervised Learning for Anomaly Detection With Dynamic Local Augmentation,2021 - Self-Supervised Learning for Anomaly Detection With Dynamic Local Augmentation,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Tasks/Defect segmentation,Defect segmentation,resolved,wikilink
Papers/Research/2022 - Natural Synthetic Anomalies for Self-Supervised Anomaly Detection and Localization,Tasks/Industrial anomaly detection,Industrial anomaly detection,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Concepts/Domain gap,Domain gap,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Concepts/Industrial visual inspection,Industrial visual inspection,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Datasets/Availability Unspecified/Real-world endoscopic defect image test dataset,Real-world endoscopic defect image test dataset,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Datasets/Availability Unspecified/Real-world endoscopic defect image training dataset,Real-world endoscopic defect image training dataset,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Datasets/Availability Unspecified/Synthetic turbocharger housing defect dataset,Synthetic turbocharger housing defect dataset,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Datasets/Public/ImageNet,ImageNet,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Domains/Automotive/Automotive manufacturing,Automotive manufacturing,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Domains/Metals/Metal inspection,Metal inspection,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Learning Paradigms/Transfer Learning/Transfer learning,Transfer learning,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Domain randomization,Domain randomization,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Physically based rendering,Physically based rendering,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Methods/Synthetic Data Generation/Procedural and Simulation-Based Synthesis/Procedural generation,Procedural generation,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Methods/Synthetic Data Generation/Synthetic data generation,Synthetic data generation,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Metrics/Classification/Accuracy,Accuracy,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Metrics/Classification/Recall,Recall,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Metrics/Classification/Specificity,Specificity,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Papers/Research/2021 - Defect Detection in CT Scans of Cast Aluminum Parts,2021 - Defect Detection in CT Scans of Cast Aluminum Parts,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Papers/Research/2021 - Defect-GAN High-Fidelity Defect Synthesis for Automated Defect Inspection,2021 - Defect-GAN High-Fidelity Defect Synthesis for Automated Defect Inspection,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Papers/Research/2021 - Simulation-Based Data Augmentation for Quality Inspection of Structural Adhesive,2021 - Simulation-Based Data Augmentation for Quality Inspection of Structural Adhesive,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Papers/Research/2021 - Synthetic Image Data Augmentation for Fibre Layup Inspection Processes,2021 - Synthetic Image Data Augmentation for Fibre Layup Inspection Processes,resolved,wikilink
Papers/Research/2022 - Procedural Synthetic Training Data Generation for AI-Based Defect Detection,Tasks/Defect classification,Defect classification,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Concepts/Industrial visual inspection,Industrial visual inspection,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Datasets/Public/DeepPCB,DeepPCB,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Datasets/Public/HRIPCB,HRIPCB,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Domains/Semiconductor and Electronics/Semiconductor and electronics,Semiconductor and electronics,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Learning Paradigms/Semi-Supervised Learning/Semi-supervised learning,Semi-supervised learning,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Methods/Data Augmentation/Data augmentation,Data augmentation,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Methods/Emerging Methods/DE-SSD,DE-SSD,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Methods/Emerging Methods/Pseudo-labeling,Pseudo-labeling,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Methods/Models/Computer Vision Models/YOLOv5,YOLOv5,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Metrics/Classification/Precision,Precision,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Metrics/Classification/Recall,Recall,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Metrics/Detection/mAP,mAP,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Papers/Dataset/2019 - Online PCB Defect Detector on a New PCB Defect Dataset,2019 - Online PCB Defect Detector on a New PCB Defect Dataset,resolved,wikilink
Papers/Research/2022 - Semi-Supervised Defect Detection Method with Data-Expanding Strategy for PCB Quality Inspection,Tasks/PCB defect detection,PCB defect detection,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Concepts/Industrial visual inspection,Industrial visual inspection,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Concepts/Surface defect detection,Surface defect detection,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Datasets/Public/ImageNet,ImageNet,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Datasets/Public/MVTec AD,MVTec AD,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Datasets/Public/VisA,VisA,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Domains/Multi-Industry Anomaly Detection/Multi-industry anomaly detection,Multi-industry anomaly detection,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Learning Paradigms/Self-Supervised Learning/Self-supervised learning,Self-supervised learning,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Methods/Data Augmentation/Data augmentation,Data augmentation,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Methods/Emerging Methods/SmoothBlend,SmoothBlend,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Metrics/Anomaly Detection/AU-PR,AU-PR,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Metrics/Anomaly Detection/AU-ROC,AU-ROC,resolved,wikilink
Papers/Research/2022 - SPot-the-Difference Self-Supervised Pre-training for Anomaly Detection and Segmentation,Papers/Benchmark/2022 - Anomaly Detection for Real-World Industrial Applications Benchmarking Recent Self-Supervised and Pretrained Methods,2022 - Anomaly Detection for Real-World Industrial Applications Benchmarking Recent Self-Supervised and Pretrained Methods,resolved,wikilink
